"","Blue","CloudMask","CloudMaskConfidence","Green","ImageDate","ImageName","Lake","NIR","Organization","Red","SWIR1","SWIR2","Sensor","StationID","Dataset"
"3317",1555,1,1,1888,2011-10-26,"LT50380322011299","Utah",867,"UTAHDWQ",1826,42,26,"LANDSAT/LT5_SR",4917310,"Estimated"
"3318",1610,1,1,1869,2011-10-26,"LT50380322011299","Utah",877,"UTAHDWQ",1806,120,133,"LANDSAT/LT5_SR",4917370,"Estimated"
"3319",1582,1,1,1883,2011-10-26,"LT50380322011299","Utah",921,"UTAHDWQ",1821,113,130,"LANDSAT/LT5_SR",4917390,"Estimated"
"3321",1588,1,1,1916,2011-10-26,"LT50380322011299","Utah",1078,"UTAHDWQ",1966,54,32,"LANDSAT/LT5_SR",4917500,"Estimated"
"3322",1471,1,1,1838,2011-10-26,"LT50380322011299","Utah",709,"UTAHDWQ",1659,76,77,"LANDSAT/LT5_SR",4917520,"Estimated"
"3323",1081,1,1,1382,2011-10-26,"LT50380322011299","Utah",617,"UTAHDWQ",1241,48,80,"LANDSAT/LT5_SR",4917600,"Estimated"
"3324",1310,1,1,1632,2011-10-26,"LT50380322011299","Utah",764,"UTAHDWQ",1532,9,26,"LANDSAT/LT5_SR",4917770,"Estimated"
"3327",1235,1,1,1692,2012-05-06,"LE70370322012127","Utah",503,"UTAHDWQ",1349,107,58,"LANDSAT/LE7_SR",4917770,"Estimated"
"3328",1544,1,1,1938,2012-05-13,"LE70380322012134","Utah",538,"UTAHDWQ",1571,68,80,"LANDSAT/LE7_SR",4917310,"Estimated"
"3329",1700,1,1,2053,2012-05-13,"LE70380322012134","Utah",428,"UTAHDWQ",1571,68,46,"LANDSAT/LE7_SR",4917370,"Estimated"
"3330",1597,1,1,1978,2012-05-13,"LE70380322012134","Utah",452,"UTAHDWQ",1548,28,10,"LANDSAT/LE7_SR",4917390,"Estimated"
"3331",645,1,1,922,2012-05-13,"LE70380322012134","Utah",377,"UTAHDWQ",695,95,11,"LANDSAT/LE7_SR",4917450,"Estimated"
"3332",1760,1,1,2183,2012-05-13,"LE70380322012134","Utah",713,"UTAHDWQ",1831,193,177,"LANDSAT/LE7_SR",4917500,"Estimated"
"3333",1676,1,1,2055,2012-05-13,"LE70380322012134","Utah",720,"UTAHDWQ",1647,263,212,"LANDSAT/LE7_SR",4917520,"Estimated"
"3334",1471,1,1,1918,2012-05-13,"LE70380322012134","Utah",719,"UTAHDWQ",1574,262,211,"LANDSAT/LE7_SR",4917600,"Estimated"
"3335",1298,1,1,1747,2012-05-13,"LE70380322012134","Utah",447,"UTAHDWQ",1341,26,10,"LANDSAT/LE7_SR",4917770,"Estimated"
"3336",420,1,1,758,2012-05-22,"LE70370322012143","Utah",286,"UTAHDWQ",516,117,52,"LANDSAT/LE7_SR",4917450,"Estimated"
"3337",1331,1,1,1693,2012-05-22,"LE70370322012143","Utah",354,"UTAHDWQ",1237,114,73,"LANDSAT/LE7_SR",4917770,"Estimated"
"3339",1607,1,1,1931,2012-05-29,"LE70380322012150","Utah",360,"UTAHDWQ",1361,72,80,"LANDSAT/LE7_SR",4917370,"Estimated"
"3340",1404,1,1,1739,2012-05-29,"LE70380322012150","Utah",250,"UTAHDWQ",1238,38,15,"LANDSAT/LE7_SR",4917390,"Estimated"
"3341",383,1,1,676,2012-05-29,"LE70380322012150","Utah",240,"UTAHDWQ",439,34,14,"LANDSAT/LE7_SR",4917450,"Estimated"
"3342",1632,1,1,1972,2012-05-29,"LE70380322012150","Utah",415,"UTAHDWQ",1458,144,116,"LANDSAT/LE7_SR",4917500,"Estimated"
"3343",1680,1,1,2032,2012-05-29,"LE70380322012150","Utah",547,"UTAHDWQ",1603,235,180,"LANDSAT/LE7_SR",4917520,"Estimated"
"3344",1214,1,1,1657,2012-05-29,"LE70380322012150","Utah",550,"UTAHDWQ",1242,300,245,"LANDSAT/LE7_SR",4917600,"Estimated"
"3346",1353,1,1,1766,2012-06-14,"LE70380322012166","Utah",334,"UTAHDWQ",1313,11,17,"LANDSAT/LE7_SR",4917310,"Estimated"
"3347",1552,1,1,1957,2012-06-14,"LE70380322012166","Utah",402,"UTAHDWQ",1483,41,17,"LANDSAT/LE7_SR",4917370,"Estimated"
"3348",1553,1,1,1965,2012-06-14,"LE70380322012166","Utah",427,"UTAHDWQ",1534,197,179,"LANDSAT/LE7_SR",4917390,"Estimated"
"3349",357,1,1,707,2012-06-14,"LE70380322012166","Utah",389,"UTAHDWQ",440,34,80,"LANDSAT/LE7_SR",4917450,"Estimated"
"3350",1605,1,1,2071,2012-06-14,"LE70380322012166","Utah",543,"UTAHDWQ",1655,136,180,"LANDSAT/LE7_SR",4917500,"Estimated"
"3351",1477,1,1,1847,2012-06-14,"LE70380322012166","Utah",371,"UTAHDWQ",1386,75,18,"LANDSAT/LE7_SR",4917520,"Estimated"
"3353",1090,1,1,1690,2012-06-14,"LE70380322012166","Utah",609,"UTAHDWQ",1262,358,345,"LANDSAT/LE7_SR",4917770,"Estimated"
"3354",1466,1,1,1852,2012-06-30,"LE70380322012182","Utah",408,"UTAHDWQ",1295,205,149,"LANDSAT/LE7_SR",4917310,"Estimated"
"3355",1542,1,1,1891,2012-06-30,"LE70380322012182","Utah",313,"UTAHDWQ",1342,34,46,"LANDSAT/LE7_SR",4917370,"Estimated"
"3358",1647,1,1,2023,2012-06-30,"LE70380322012182","Utah",508,"UTAHDWQ",1516,233,181,"LANDSAT/LE7_SR",4917500,"Estimated"
"3359",1565,1,1,2011,2012-06-30,"LE70380322012182","Utah",661,"UTAHDWQ",1586,366,279,"LANDSAT/LE7_SR",4917520,"Estimated"
"3360",1323,1,1,1744,2012-06-30,"LE70380322012182","Utah",556,"UTAHDWQ",1346,206,182,"LANDSAT/LE7_SR",4917600,"Estimated"
"3361",755,1,1,1180,2012-06-30,"LE70380322012182","Utah",444,"UTAHDWQ",852,25,10,"LANDSAT/LE7_SR",4917770,"Estimated"
"3363",1708,1,1,2225,2012-07-16,"LE70380322012198","Utah",896,"UTAHDWQ",1704,267,255,"LANDSAT/LE7_SR",4917370,"Estimated"
"3364",1327,1,1,1980,2012-07-16,"LE70380322012198","Utah",926,"UTAHDWQ",1369,226,218,"LANDSAT/LE7_SR",4917390,"Estimated"
"3366",1527,1,1,1941,2012-07-16,"LE70380322012198","Utah",628,"UTAHDWQ",1347,166,116,"LANDSAT/LE7_SR",4917500,"Estimated"
"3368",1009,1,1,1449,2012-07-16,"LE70380322012198","Utah",1009,"UTAHDWQ",1034,265,219,"LANDSAT/LE7_SR",4917600,"Estimated"
"3369",824,1,1,965,2012-07-16,"LE70380322012198","Utah",417,"UTAHDWQ",656,90,149,"LANDSAT/LE7_SR",4917770,"Estimated"
"3370",1201,1,1,1582,2012-08-01,"LE70380322012214","Utah",654,"UTAHDWQ",1256,108,51,"LANDSAT/LE7_SR",4917310,"Estimated"
"3371",1254,1,1,1669,2012-08-01,"LE70380322012214","Utah",576,"UTAHDWQ",1333,73,86,"LANDSAT/LE7_SR",4917370,"Estimated"
"3372",1080,1,1,1585,2012-08-01,"LE70380322012214","Utah",486,"UTAHDWQ",1146,66,83,"LANDSAT/LE7_SR",4917390,"Estimated"
"3373",611,1,1,988,2012-08-01,"LE70380322012214","Utah",765,"UTAHDWQ",673,172,120,"LANDSAT/LE7_SR",4917450,"Estimated"
"3376",831,0,1,1235,2012-08-01,"LE70380322012214","Utah",1081,"UTAHDWQ",895,142,121,"LANDSAT/LE7_SR",4917600,"Estimated"
"3377",683,1,1,906,2012-08-01,"LE70380322012214","Utah",343,"UTAHDWQ",683,73,86,"LANDSAT/LE7_SR",4917770,"Estimated"
"3378",1102,1,1,1503,2012-08-17,"LE70380322012230","Utah",494,"UTAHDWQ",1052,135,9,"LANDSAT/LE7_SR",4917310,"Estimated"
"3379",1201,1,1,1535,2012-08-17,"LE70380322012230","Utah",512,"UTAHDWQ",1184,51,41,"LANDSAT/LE7_SR",4917370,"Estimated"
"3380",1035,1,1,1365,2012-08-17,"LE70380322012230","Utah",374,"UTAHDWQ",945,48,2,"LANDSAT/LE7_SR",4917390,"Estimated"
"3381",583,1,1,890,2012-08-17,"LE70380322012230","Utah",678,"UTAHDWQ",588,86,40,"LANDSAT/LE7_SR",4917450,"Estimated"
"3382",1210,1,1,1471,2012-08-17,"LE70380322012230","Utah",348,"UTAHDWQ",1013,54,42,"LANDSAT/LE7_SR",4917500,"Estimated"
"3383",1399,1,1,1757,2012-08-17,"LE70380322012230","Utah",618,"UTAHDWQ",1389,134,83,"LANDSAT/LE7_SR",4917520,"Estimated"
"3384",932,1,1,1306,2012-08-17,"LE70380322012230","Utah",817,"UTAHDWQ",985,91,42,"LANDSAT/LE7_SR",4917600,"Estimated"
"3386",774,1,1,1177,2012-09-02,"LE70380322012246","Utah",300,"UTAHDWQ",733,10,17,"LANDSAT/LE7_SR",4917310,"Estimated"
"3388",971,1,1,1399,2012-09-02,"LE70380322012246","Utah",460,"UTAHDWQ",1069,5,15,"LANDSAT/LE7_SR",4917390,"Estimated"
"3390",1010,1,1,1432,2012-09-02,"LE70380322012246","Utah",447,"UTAHDWQ",1026,21,22,"LANDSAT/LE7_SR",4917500,"Estimated"
"3391",748,1,1,1104,2012-09-02,"LE70380322012246","Utah",539,"UTAHDWQ",776,2,14,"LANDSAT/LE7_SR",4917520,"Estimated"
"3392",553,1,1,1079,2012-09-02,"LE70380322012246","Utah",462,"UTAHDWQ",727,6,54,"LANDSAT/LE7_SR",4917600,"Estimated"
"3394",1182,1,1,1553,2012-09-18,"LE70380322012262","Utah",530,"UTAHDWQ",1092,86,57,"LANDSAT/LE7_SR",4917310,"Estimated"
"3395",1157,1,1,1519,2012-09-18,"LE70380322012262","Utah",505,"UTAHDWQ",1079,75,51,"LANDSAT/LE7_SR",4917370,"Estimated"
"3396",1058,1,1,1480,2012-09-18,"LE70380322012262","Utah",435,"UTAHDWQ",1000,24,46,"LANDSAT/LE7_SR",4917390,"Estimated"
"3398",1139,1,1,1626,2012-09-18,"LE70380322012262","Utah",428,"UTAHDWQ",1086,2,13,"LANDSAT/LE7_SR",4917500,"Estimated"
"3399",1309,1,1,1760,2012-09-18,"LE70380322012262","Utah",572,"UTAHDWQ",1366,46,56,"LANDSAT/LE7_SR",4917520,"Estimated"
"3400",1053,1,1,1520,2012-09-18,"LE70380322012262","Utah",870,"UTAHDWQ",1207,34,51,"LANDSAT/LE7_SR",4917600,"Estimated"
"3401",823,1,1,1285,2012-09-18,"LE70380322012262","Utah",425,"UTAHDWQ",892,61,45,"LANDSAT/LE7_SR",4917770,"Estimated"
"3402",1076,1,1,1666,2012-10-04,"LE70380322012278","Utah",496,"UTAHDWQ",1251,56,20,"LANDSAT/LE7_SR",4917310,"Estimated"
"3403",996,1,1,1630,2012-10-04,"LE70380322012278","Utah",393,"UTAHDWQ",1150,97,63,"LANDSAT/LE7_SR",4917370,"Estimated"
"3406",1201,1,1,1728,2012-10-04,"LE70380322012278","Utah",514,"UTAHDWQ",1317,66,26,"LANDSAT/LE7_SR",4917500,"Estimated"
"3407",1103,1,1,1668,2012-10-04,"LE70380322012278","Utah",441,"UTAHDWQ",1250,53,63,"LANDSAT/LE7_SR",4917520,"Estimated"
"3408",862,1,1,1439,2012-10-04,"LE70380322012278","Utah",745,"UTAHDWQ",1125,64,153,"LANDSAT/LE7_SR",4917600,"Estimated"
"3409",666,1,1,1140,2012-10-04,"LE70380322012278","Utah",597,"UTAHDWQ",792,60,22,"LANDSAT/LE7_SR",4917770,"Estimated"
"3411",637,1,1,1101,2012-10-20,"LE70380322012294","Utah",165,"UTAHDWQ",621,27,29,"LANDSAT/LE7_SR",4917370,"Estimated"
"3415",618,1,1,1038,2012-10-20,"LE70380322012294","Utah",180,"UTAHDWQ",626,15,72,"LANDSAT/LE7_SR",4917520,"Estimated"
"3426",1596,1,1,1972,2013-06-01,"LE70380322013152","Utah",331,"UTAHDWQ",1549,11,17,"LANDSAT/LE7_SR",4917310,"Estimated"
"3427",1548,1,1,2001,2013-06-01,"LE70380322013152","Utah",292,"UTAHDWQ",1429,10,17,"LANDSAT/LE7_SR",4917370,"Estimated"
"3429",338,1,1,721,2013-06-01,"LE70380322013152","Utah",367,"UTAHDWQ",434,11,49,"LANDSAT/LE7_SR",4917450,"Estimated"
"3430",1551,1,1,2001,2013-06-01,"LE70380322013152","Utah",295,"UTAHDWQ",1405,43,49,"LANDSAT/LE7_SR",4917500,"Estimated"
"3431",1841,1,1,2262,2013-06-01,"LE70380322013152","Utah",725,"UTAHDWQ",1884,331,212,"LANDSAT/LE7_SR",4917520,"Estimated"
"3432",1078,1,1,1515,2013-06-01,"LE70380322013152","Utah",259,"UTAHDWQ",1116,42,17,"LANDSAT/LE7_SR",4917600,"Estimated"
"3433",1173,1,1,1703,2013-06-01,"LE70380322013152","Utah",651,"UTAHDWQ",1283,329,276,"LANDSAT/LE7_SR",4917770,"Estimated"
"3434",1230,1,1,1652,2013-06-17,"LE70380322013168","Utah",234,"UTAHDWQ",1096,16,83,"LANDSAT/LE7_SR",4917310,"Estimated"
"3435",1524,1,1,1925,2013-06-17,"LE70380322013168","Utah",293,"UTAHDWQ",1455,11,17,"LANDSAT/LE7_SR",4917370,"Estimated"
"3436",1249,1,1,1627,2013-06-17,"LE70380322013168","Utah",256,"UTAHDWQ",1067,73,81,"LANDSAT/LE7_SR",4917390,"Estimated"
"3438",1650,1,1,1978,2013-06-17,"LE70380322013168","Utah",402,"UTAHDWQ",1504,139,114,"LANDSAT/LE7_SR",4917500,"Estimated"
"3440",1254,1,1,1789,2013-06-17,"LE70380322013168","Utah",614,"UTAHDWQ",1480,267,211,"LANDSAT/LE7_SR",4917600,"Estimated"
"3441",1575,1,2,2010,2013-06-17,"LE70380322013168","Utah",680,"UTAHDWQ",1577,422,340,"LANDSAT/LE7_SR",4917770,"Estimated"
"3442",1380,1,1,1710,2013-07-03,"LE70380322013184","Utah",641,"UTAHDWQ",1346,289,283,"LANDSAT/LE7_SR",4917310,"Estimated"
"3445",519,0,1,764,2013-07-03,"LE70380322013184","Utah",676,"UTAHDWQ",509,54,8,"LANDSAT/LE7_SR",4917450,"Estimated"
"3446",1518,1,1,1683,2013-07-03,"LE70380322013184","Utah",715,"UTAHDWQ",1501,322,283,"LANDSAT/LE7_SR",4917500,"Estimated"
"3449",1017,1,1,1417,2013-07-03,"LE70380322013184","Utah",829,"UTAHDWQ",1057,354,282,"LANDSAT/LE7_SR",4917770,"Estimated"
"3450",1269,1,1,1710,2013-07-19,"LE70380322013200","Utah",333,"UTAHDWQ",1199,6,15,"LANDSAT/LE7_SR",4917310,"Estimated"
"3452",979,1,1,1454,2013-07-19,"LE70380322013200","Utah",408,"UTAHDWQ",920,39,15,"LANDSAT/LE7_SR",4917390,"Estimated"
"3453",450,0,1,783,2013-07-19,"LE70380322013200","Utah",663,"UTAHDWQ",447,34,13,"LANDSAT/LE7_SR",4917450,"Estimated"
"3454",1325,1,1,1715,2013-07-19,"LE70380322013200","Utah",290,"UTAHDWQ",1199,37,14,"LANDSAT/LE7_SR",4917500,"Estimated"
"3455",1214,1,1,1683,2013-07-19,"LE70380322013200","Utah",367,"UTAHDWQ",1223,37,14,"LANDSAT/LE7_SR",4917520,"Estimated"
"3457",1238,1,1,1713,2013-07-19,"LE70380322013200","Utah",476,"UTAHDWQ",1350,101,117,"LANDSAT/LE7_SR",4917770,"Estimated"
"3459",1099,1,1,1506,2013-08-04,"LE70380322013216","Utah",533,"UTAHDWQ",1105,242,190,"LANDSAT/LE7_SR",4917370,"Estimated"
"3460",732,1,1,1147,2013-08-04,"LE70380322013216","Utah",411,"UTAHDWQ",784,103,84,"LANDSAT/LE7_SR",4917390,"Estimated"
"3461",582,0,1,931,2013-08-04,"LE70380322013216","Utah",1113,"UTAHDWQ",646,308,224,"LANDSAT/LE7_SR",4917450,"Estimated"
"3462",1031,1,1,1505,2013-08-04,"LE70380322013216","Utah",392,"UTAHDWQ",1006,44,52,"LANDSAT/LE7_SR",4917500,"Estimated"
"3464",966,1,1,1421,2013-08-04,"LE70380322013216","Utah",930,"UTAHDWQ",1165,284,193,"LANDSAT/LE7_SR",4917600,"Estimated"
"3467",1218,1,1,1706,2013-08-20,"LE70380322013232","Utah",601,"UTAHDWQ",1293,216,162,"LANDSAT/LE7_SR",4917370,"Estimated"
"3468",1108,1,1,1519,2013-08-20,"LE70380322013232","Utah",401,"UTAHDWQ",1048,40,52,"LANDSAT/LE7_SR",4917390,"Estimated"
"3471",1157,1,1,1645,2013-08-20,"LE70380322013232","Utah",515,"UTAHDWQ",1209,71,50,"LANDSAT/LE7_SR",4917520,"Estimated"
"3474",819,1,1,1354,2013-09-05,"LE70380322013248","Utah",607,"UTAHDWQ",859,48,56,"LANDSAT/LE7_SR",4917310,"Estimated"
"3475",989,1,1,1515,2013-09-05,"LE70380322013248","Utah",644,"UTAHDWQ",1083,44,17,"LANDSAT/LE7_SR",4917370,"Estimated"
"3478",1064,1,1,1483,2013-09-05,"LE70380322013248","Utah",399,"UTAHDWQ",1060,12,57,"LANDSAT/LE7_SR",4917500,"Estimated"
"3479",1287,1,1,1878,2013-09-05,"LE70380322013248","Utah",769,"UTAHDWQ",1517,116,53,"LANDSAT/LE7_SR",4917520,"Estimated"
"3480",699,1,1,1323,2013-09-05,"LE70380322013248","Utah",778,"UTAHDWQ",1058,84,18,"LANDSAT/LE7_SR",4917600,"Estimated"
"3481",775,1,1,1222,2013-09-05,"LE70380322013248","Utah",472,"UTAHDWQ",823,6,17,"LANDSAT/LE7_SR",4917770,"Estimated"
"3482",1038,1,1,1511,2013-09-21,"LE70380322013264","Utah",604,"UTAHDWQ",1149,18,22,"LANDSAT/LE7_SR",4917310,"Estimated"
"3484",643,1,1,1100,2013-09-21,"LE70380322013264","Utah",332,"UTAHDWQ",691,14,60,"LANDSAT/LE7_SR",4917390,"Estimated"
"3485",624,0,1,1104,2013-09-21,"LE70380322013264","Utah",1262,"UTAHDWQ",1059,17,62,"LANDSAT/LE7_SR",4917450,"Estimated"
"3486",799,1,1,1243,2013-09-21,"LE70380322013264","Utah",262,"UTAHDWQ",735,22,24,"LANDSAT/LE7_SR",4917500,"Estimated"
"3487",1050,1,1,1550,2013-09-21,"LE70380322013264","Utah",546,"UTAHDWQ",1176,9,17,"LANDSAT/LE7_SR",4917520,"Estimated"
"3488",788,1,1,1309,2013-09-21,"LE70380322013264","Utah",955,"UTAHDWQ",1150,57,62,"LANDSAT/LE7_SR",4917600,"Estimated"
"3489",813,1,1,1240,2013-09-21,"LE70380322013264","Utah",603,"UTAHDWQ",998,96,21,"LANDSAT/LE7_SR",4917770,"Estimated"
"3490",782,1,1,1341,2013-10-07,"LE70380322013280","Utah",327,"UTAHDWQ",845,49,55,"LANDSAT/LE7_SR",4917310,"Estimated"
"3491",784,1,1,1239,2013-10-07,"LE70380322013280","Utah",249,"UTAHDWQ",726,72,112,"LANDSAT/LE7_SR",4917370,"Estimated"
"3493",641,1,1,1021,2013-10-07,"LE70380322013280","Utah",387,"UTAHDWQ",778,19,26,"LANDSAT/LE7_SR",4917450,"Estimated"
"3495",1111,1,1,1613,2013-10-07,"LE70380322013280","Utah",536,"UTAHDWQ",1122,242,170,"LANDSAT/LE7_SR",4917520,"Estimated"
"3496",786,1,1,1442,2013-10-07,"LE70380322013280","Utah",598,"UTAHDWQ",1123,156,140,"LANDSAT/LE7_SR",4917600,"Estimated"
"3503",925,1,1,1419,2013-10-23,"LE70380322013296","Utah",230,"UTAHDWQ",891,26,30,"LANDSAT/LE7_SR",4917520,"Estimated"
"3504",837,1,1,1378,2013-10-23,"LE70380322013296","Utah",327,"UTAHDWQ",1111,23,28,"LANDSAT/LE7_SR",4917600,"Estimated"
"3506",1529,1,1,1803,2014-05-03,"LE70380322014123","Utah",576,"UTAHDWQ",1180,297,284,"LANDSAT/LE7_SR",4917310,"Estimated"
"3508",1302,1,1,1717,2014-05-03,"LE70380322014123","Utah",298,"UTAHDWQ",1151,126,111,"LANDSAT/LE7_SR",4917390,"Estimated"
"3510",1584,1,1,1969,2014-05-03,"LE70380322014123","Utah",402,"UTAHDWQ",1263,236,251,"LANDSAT/LE7_SR",4917500,"Estimated"
"3514",1574,1,1,1885,2014-05-19,"LE70380322014139","Utah",390,"UTAHDWQ",1452,99,80,"LANDSAT/LE7_SR",4917310,"Estimated"
"3515",1780,1,1,2141,2014-05-19,"LE70380322014139","Utah",792,"UTAHDWQ",1852,294,278,"LANDSAT/LE7_SR",4917370,"Estimated"
"3516",1651,1,1,2026,2014-05-19,"LE70380322014139","Utah",645,"UTAHDWQ",1751,229,212,"LANDSAT/LE7_SR",4917390,"Estimated"
"3517",586,1,1,969,2014-05-19,"LE70380322014139","Utah",491,"UTAHDWQ",816,62,45,"LANDSAT/LE7_SR",4917450,"Estimated"
"3518",1827,1,1,2210,2014-05-19,"LE70380322014139","Utah",944,"UTAHDWQ",2114,266,213,"LANDSAT/LE7_SR",4917500,"Estimated"
"3519",1758,1,1,2203,2014-05-19,"LE70380322014139","Utah",713,"UTAHDWQ",1855,291,278,"LANDSAT/LE7_SR",4917520,"Estimated"
"3520",1448,1,1,1828,2014-05-19,"LE70380322014139","Utah",869,"UTAHDWQ",1775,296,179,"LANDSAT/LE7_SR",4917600,"Estimated"
"3521",1308,1,1,1834,2014-05-19,"LE70380322014139","Utah",862,"UTAHDWQ",1629,323,311,"LANDSAT/LE7_SR",4917770,"Estimated"
"3522",1446,1,1,1843,2014-06-04,"LE70380322014155","Utah",436,"UTAHDWQ",1308,233,146,"LANDSAT/LE7_SR",4917310,"Estimated"
"3523",1396,1,1,1788,2014-06-04,"LE70380322014155","Utah",293,"UTAHDWQ",1187,74,82,"LANDSAT/LE7_SR",4917370,"Estimated"
"3525",551,1,1,881,2014-06-04,"LE70380322014155","Utah",608,"UTAHDWQ",669,230,210,"LANDSAT/LE7_SR",4917450,"Estimated"
"3526",1399,1,1,1793,2014-06-04,"LE70380322014155","Utah",250,"UTAHDWQ",1089,102,81,"LANDSAT/LE7_SR",4917500,"Estimated"
"3527",1670,1,1,2060,2014-06-04,"LE70380322014155","Utah",648,"UTAHDWQ",1478,359,277,"LANDSAT/LE7_SR",4917520,"Estimated"
"3528",1354,1,1,1843,2014-06-04,"LE70380322014155","Utah",617,"UTAHDWQ",1479,298,277,"LANDSAT/LE7_SR",4917600,"Estimated"
"3538",1411,1,1,1790,2014-07-06,"LE70380322014187","Utah",497,"UTAHDWQ",1345,64,46,"LANDSAT/LE7_SR",4917310,"Estimated"
"3539",1305,1,1,1591,2014-07-06,"LE70380322014187","Utah",312,"UTAHDWQ",1043,64,46,"LANDSAT/LE7_SR",4917370,"Estimated"
"3540",1006,1,1,1361,2014-07-06,"LE70380322014187","Utah",339,"UTAHDWQ",859,94,44,"LANDSAT/LE7_SR",4917390,"Estimated"
"3541",571,0,1,896,2014-07-06,"LE70380322014187","Utah",867,"UTAHDWQ",628,60,44,"LANDSAT/LE7_SR",4917450,"Estimated"
"3542",1361,1,1,1706,2014-07-06,"LE70380322014187","Utah",386,"UTAHDWQ",1144,130,113,"LANDSAT/LE7_SR",4917500,"Estimated"
"3543",1490,1,1,1871,2014-07-06,"LE70380322014187","Utah",651,"UTAHDWQ",1422,295,181,"LANDSAT/LE7_SR",4917520,"Estimated"
"3544",1314,1,1,1707,2014-07-06,"LE70380322014187","Utah",835,"UTAHDWQ",1599,262,215,"LANDSAT/LE7_SR",4917600,"Estimated"
"3545",1144,1,1,1534,2014-07-06,"LE70380322014187","Utah",456,"UTAHDWQ",1219,96,113,"LANDSAT/LE7_SR",4917770,"Estimated"
"3546",1178,1,1,1555,2014-07-22,"LE70380322014203","Utah",360,"UTAHDWQ",1103,19,54,"LANDSAT/LE7_SR",4917310,"Estimated"
"3547",1301,1,1,1692,2014-07-22,"LE70380322014203","Utah",465,"UTAHDWQ",1372,116,87,"LANDSAT/LE7_SR",4917370,"Estimated"
"3549",298,0,1,697,2014-07-22,"LE70380322014203","Utah",827,"UTAHDWQ",458,48,19,"LANDSAT/LE7_SR",4917450,"Estimated"
"3550",1455,1,1,1774,2014-07-22,"LE70380322014203","Utah",325,"UTAHDWQ",1275,85,121,"LANDSAT/LE7_SR",4917500,"Estimated"
"3551",1427,1,1,1882,2014-07-22,"LE70380322014203","Utah",430,"UTAHDWQ",1517,19,20,"LANDSAT/LE7_SR",4917520,"Estimated"
"3552",1056,1,1,1584,2014-07-22,"LE70380322014203","Utah",687,"UTAHDWQ",1323,149,221,"LANDSAT/LE7_SR",4917600,"Estimated"
"3557",561,1,1,940,2014-08-07,"LE70380322014219","Utah",729,"UTAHDWQ",706,34,13,"LANDSAT/LE7_SR",4917450,"Estimated"
"3558",1378,1,1,1755,2014-08-07,"LE70380322014219","Utah",256,"UTAHDWQ",1161,35,49,"LANDSAT/LE7_SR",4917500,"Estimated"
"3559",1245,1,1,1571,2014-08-07,"LE70380322014219","Utah",238,"UTAHDWQ",1088,77,17,"LANDSAT/LE7_SR",4917520,"Estimated"
"3561",619,1,1,1092,2014-08-07,"LE70380322014219","Utah",887,"UTAHDWQ",813,104,84,"LANDSAT/LE7_SR",4917770,"Estimated"
"3562",1461,1,1,1867,2014-08-23,"LE70380322014235","Utah",475,"UTAHDWQ",1463,4,51,"LANDSAT/LE7_SR",4917310,"Estimated"
"3563",1489,1,1,1911,2014-08-23,"LE70380322014235","Utah",532,"UTAHDWQ",1564,84,55,"LANDSAT/LE7_SR",4917370,"Estimated"
"3564",1430,1,1,1871,2014-08-23,"LE70380322014235","Utah",550,"UTAHDWQ",1546,36,50,"LANDSAT/LE7_SR",4917390,"Estimated"
"3566",1607,1,1,1982,2014-08-23,"LE70380322014235","Utah",407,"UTAHDWQ",1596,10,53,"LANDSAT/LE7_SR",4917500,"Estimated"
"3567",1575,1,1,1996,2014-08-23,"LE70380322014235","Utah",510,"UTAHDWQ",1573,179,50,"LANDSAT/LE7_SR",4917520,"Estimated"
"3568",1249,0,1,1762,2014-08-23,"LE70380322014235","Utah",1161,"UTAHDWQ",1618,86,56,"LANDSAT/LE7_SR",4917600,"Estimated"
"3571",1704,1,1,2158,2014-09-08,"LE70380322014251","Utah",383,"UTAHDWQ",1705,4,15,"LANDSAT/LE7_SR",4917370,"Estimated"
"3572",1489,1,1,2006,2014-09-08,"LE70380322014251","Utah",368,"UTAHDWQ",1503,74,91,"LANDSAT/LE7_SR",4917390,"Estimated"
"3577",819,1,1,1465,2014-09-08,"LE70380322014251","Utah",725,"UTAHDWQ",1236,112,52,"LANDSAT/LE7_SR",4917770,"Estimated"
"3578",1137,1,1,1734,2014-09-24,"LE70380322014267","Utah",428,"UTAHDWQ",1282,14,20,"LANDSAT/LE7_SR",4917310,"Estimated"
"3579",1233,1,1,1735,2014-09-24,"LE70380322014267","Utah",334,"UTAHDWQ",1221,13,19,"LANDSAT/LE7_SR",4917370,"Estimated"
"3583",1457,1,1,1884,2014-09-24,"LE70380322014267","Utah",319,"UTAHDWQ",1376,7,58,"LANDSAT/LE7_SR",4917520,"Estimated"
"3585",941,1,1,1387,2014-09-24,"LE70380322014267","Utah",290,"UTAHDWQ",1097,14,19,"LANDSAT/LE7_SR",4917770,"Estimated"
"3586",944,1,1,1530,2014-10-10,"LE70380322014283","Utah",622,"UTAHDWQ",1090,58,67,"LANDSAT/LE7_SR",4917310,"Estimated"
"3587",1344,1,1,1841,2014-10-10,"LE70380322014283","Utah",420,"UTAHDWQ",1399,14,21,"LANDSAT/LE7_SR",4917370,"Estimated"
"3588",704,1,1,1259,2014-10-10,"LE70380322014283","Utah",579,"UTAHDWQ",788,62,115,"LANDSAT/LE7_SR",4917390,"Estimated"
